image,caption,lengths,new_caption
2887798667_ce761d45e8.jpg,A guy doing a wallride on his bike,8,guy doing wallride on his bike .
2888386138_578d21033a.jpg,Little boy smiling on the stairs .,7,little boy smiling on the stairs .
2888408966_376c195b3f.jpg,A skateboarder jumping in the street .,7,skateboarder jumping in the street .
2888658480_e922a3dec2.jpg,Swimmers jump from rocks above blue-green water .,8,swimmers jump from rocks above blue-green water .
2888702775_0939a6680e.jpg,A young man jumps high while riding a skateboard .,10,young man jumps high while riding skateboard .
2888732432_7e907a3df1.jpg,A child holding onto handles sliding across a rope .,10,child holding onto handles sliding across rope .
288880576_818b6ecfef.jpg,A man is scaling a large cliff,7,man is scaling large cliff .
2890057168_c712f932e0.jpg,A family waits to cross a busy street .,9,family waits to cross busy street .
2890075175_4bd32b201a.jpg,A tiger striped dog plays with a tire .,9,tiger striped dog plays with tire .
2890113532_ab2003d74e.jpg,Two dogs play in a field .,7,two dogs play in field .
2890731828_8a7032503a.jpg,Firemen are battling a fire .,6,firemen are battling fire .
2891162278_fbf96be4f4.jpg,Person doing backflips outside in the grass .,8,person doing backflips outside in the grass .
2891185857_54942809cf.jpg,Many females clothed in orange attire mingling,7,many females clothed in orange attire mingling .
2891240104_6755281868.jpg,Four men are posing behind a cash register .,9,four men are posing behind cash register .
2891617125_f939f604c7.jpg,A person riding a dirt bike .,7,person riding dirt bike .
2891924845_92f69b0f18.jpg,A man and a woman in front of a train .,11,man and woman in front of train .
2891961886_b7a2f0b0fd.jpg,Man skates along cement wall .,6,man skates along cement wall .
2892395757_0a1b0eedd2.jpg,Funky bicycle being raced,4,funky bicycle being raced .
2892413015_5ecd9d972a.jpg,A little blonde girl going up a hill .,9,little blonde girl going up hill .
2892467862_52a3c67418.jpg,A child and two dogs play in the water .,10,child and two dogs play in the water .
2892989340_bb7e0e5548.jpg,Young man surfing in the ocean .,7,young man surfing in the ocean .
2892992529_f3335d0a71.jpg,Dog catching the Frisbee .,5,dog catching the frisbee .
2892995070_39f3c9a56e.jpg,Two dogs are playing together,5,two dogs are playing together .
2893238950_8a027be110.jpg,Four people in helmets racing on skateboards,7,four people in helmets racing on skateboards .
2893374123_087f98d58a.jpg,a motorcyclist jumping on a ramp,6,motorcyclist jumping on ramp .
2893476169_f38dd32051.jpg,A male skateboarder is captured midair .,7,male skateboarder is captured midair .
2893515010_4a3d9dcc67.jpg,A football player is getting tackled .,7,football player is getting tackled .
2894008505_a445ccaaff.jpg,Woman running on sidewalk,4,woman running on sidewalk .
2894217628_f1a4153dca.jpg,A kicker launches the football forward while the holder checks his fingers .,13,kicker launches the football forward while the holder checks his fingers .
2894229082_ddc395f138.jpg,A young girl wearing a pink hat stands on a grassy field .,13,young girl wearing pink hat stands on grassy field .
2894576909_99c85fd7a7.jpg,A person riverrafting .,4,person riverrafting .
2894850774_2d530040a1.jpg,Two older women stand outdoors with their bags and talk .,11,two older women stand outdoors with their bags and talk .
2895403073_906768cafa.jpg,Three dogs fighting on the shore of a lake .,10,three dogs fighting on the shore of lake .
2895700779_fac1d9d278.jpg,A girl with neon red hair and eyebrows .,9,girl with neon red hair and eyebrows .
2895966469_53e0b29295.jpg,A kayaker battles the rapids .,6,kayaker battles the rapids .
289599470_cc665e2dfb.jpg,A man is nibbling on an ear of corn,9,man is nibbling on an ear of corn .
289616152_012a9f16c6.jpg,A rollerblader riding a handrail .,6,rollerblader riding handrail .
2896180326_88785fe078.jpg,A group of motocross racers lined up to start .,10,group of motocross racers lined up to start .
2896298341_92d718366a.jpg,A girl laughs while playing outside .,7,girl laughs while playing outside .
2896483502_6f807bae9e.jpg,A dog catching a Frisbee .,6,dog catching frisbee .
2896640216_761a47f006.jpg,A dog and his trainer at a challenge,8,dog and his trainer at challenge .
2896668718_0c3cff910f.jpg,Two rival football players head to head .,8,two rival football players head to head .
2897832422_0cbdb1421e.jpg,An older man sitting outside reading a book .,9,an older man sitting outside reading book .
2898304260_a4099a193a.jpg,A man is skateboarding up a ramp .,8,man is skateboarding up ramp .
289860281_94d699f36d.jpg,Young lady in bikini lying on the beach,8,young lady in bikini lying on the beach .
2898810636_84fb5c0b63.jpg,A girl jumps in the air .,7,girl jumps in the air .
2899089320_3e7f6bbaca.jpg,A girl on monkey bars .,6,girl on monkey bars .
2899276965_a20b839cfd.jpg,A skateboarder in the city .,6,skateboarder in the city .
2899374885_f3b2b1a290.jpg,A baby reaching into a water fountain .,8,baby reaching into water fountain .
2899501488_90d5da5474.jpg,Motorcyclists racing on a track .,6,motorcyclists racing on track .
2899594400_61b4f6c114.jpg,Two boys and a dog playing catch in the water .,11,two boys and dog playing catch in the water .
2899622876_b673b04967.jpg,A man is wakeboarding behind a boat .,8,man is wakeboarding behind boat .
2900048238_74bd69d87d.jpg,A white guy giving a dirty look .,8,white guy giving dirty look .
290019324_23582048d4.jpg,A dog is running .,5,dog is running .
2900274587_f2cbca4c58.jpg,A sunset over a lake .,6,sunset over lake .
2901074943_041aba4607.jpg,A child plays on the floor .,7,child plays on the floor .
2901880865_3fd7b66a45.jpg,A surfer jumps a wave .,6,surfer jumps wave .
2902269566_419d9f1d8e.jpg,Man on a dirt bike,5,man on dirt bike .
2902486045_6298eb22ef.jpg,Two dogs peeing on a fire hydrant .,8,two dogs peeing on fire hydrant .
2902661518_1513be3ea6.jpg,The man is skateboarding .,5,the man is skateboarding .
2902844125_4186bf3ab6.jpg,a skateboarder grinds a red rail .,7,skateboarder grinds red rail .
2903469015_a1e7d969c2.jpg,A greyhound wearing number 8 is racing .,8,greyhound wearing number eight is racing .
2903617548_d3e38d7f88.jpg,A little baby plays croquet .,6,little baby plays croquet .
2904129133_e6ae5a1ec6.jpg,Two boys are at an outdoor water fountain .,9,two boys are at an outdoor water fountain .
2904601886_39e9d317b1.jpg,Four wild dogs in a dry field .,8,four wild dogs in dry field .
2904997007_23d4b94101.jpg,A child leaping toward a red bed .,8,child leaping toward red bed .
2905942129_2b4bf59bc0.jpg,The two children swinging together on a swing .,9,the two children swinging together on swing .
2905948395_ca3e6b3c9a.jpg,a lone bicyclist jumping in the air over a ramp .,11,lone bicyclist jumping in the air over ramp .
2905975229_7c37156dbe.jpg,Airplane controller is outside white airplane .,7,airplane controller is outside white airplane .
2906054175_e33af79522.jpg,A group of men hold a drum over their heads with a man standing on it .,17,group of men hold drum over their heads with man standing on it .
290650302_ade636da35.jpg,A woman in red wears glasses and long earrings .,10,woman in red wears glasses and long earrings .
2906802485_dfebf09173.jpg,Four kayakers on a moutain stream .,7,four kayakers on moutain stream .
2907073768_08fd7bdf60.jpg,A biker jumping extremely high .,6,biker jumping extremely high .
2907244809_07ab2c6b6c.jpg,skateboarder sliding down a ramp,5,skateboarder sliding down ramp .
2908466042_bf07cb52c7.jpg,Two dogs biting at each other .,7,two dogs biting at each other .
2908512223_7e27631ed4.jpg,A little girl in pink boots runs down the street .,11,little girl in pink boots runs down the street .
2908859957_e96c33c1e0.jpg,A girl skips rope .,5,girl skips rope .
2909081008_9a7bfc599a.jpg,two people laugh .,4,two people laugh .
2909609550_070eea49b5.jpg,Dog looking at food being held by person .,9,dog looking at food being held by person .
2909811789_ed8f3fd972.jpg,A bicyclist is jumping on a pyramid-shaped ramp .,9,bicyclist is jumping on pyramid-shaped ramp .
290982269_79fc9f36dc.jpg,A young blond woman rests next to some luggage .,10,young blond woman rests next to some luggage .
2909875716_25c8652614.jpg,A girl in a field with a yellow scarf .,10,girl in field with yellow scarf .
2909955251_4b326a46a7.jpg,A man on a scenic canoe trip .,8,man on scenic canoe trip .
2910758605_73a3f5a5c2.jpg,A man holding a sleeping child walks with a woman .,11,man holding sleeping child walks with woman .
2911107495_e3cec16a24.jpg,A skateboarder at dusk .,5,skateboarder at dusk .
2911238432_33ec2d8cec.jpg,Children float on the water in a raft .,9,children float on the water in raft .
2911245290_b2c79f328a.jpg,A man holding a boy on a raft .,9,man holding boy on raft .
2911552402_5166bc173b.jpg,A person does tricks on their bike .,8,person does tricks on their bike .
2911658792_6a6ef07e3a.jpg,A skateboarder in a red shirt .,7,skateboarder in red shirt .
2911919938_6bb6587a36.jpg,A boy getting a shower,5,boy getting shower .
2911928620_06c3fa293e.jpg,A professional motorcycle racer raises his arm in victory .,10,professional motorcycle racer raises his arm in victory .
2912476706_9a0dbd3a67.jpg,Two dogs fighting in the snow .,7,two dogs fighting in the snow .
2913207978_9e9624e249.jpg,A woman with a fan near the street .,9,woman with fan near the street .
2913818905_8e4d9aa82a.jpg,Two dogs running on wet sand .,7,two dogs running on wet sand .
2913965136_2d00136697.jpg,three boys play soccer .,5,three boys play soccer .
2913972180_547783dd3d.jpg,A man and a dog .,6,man and dog .
2914206497_5e36ac6324.jpg,A race car sparks .,5,race car sparks .
2914331767_8574e7703d.jpg,a man in a red uniform jumping on a sports field,11,man in red uniform jumping on sports field .
2914737181_0c8e052da8.jpg,A windsurfer on the water .,6,windsurfer on the water .
2914800692_0c512d27b8.jpg,A stunt-bicyclist flies above onlookers .,6,stunt-bicyclist flies above onlookers .
2915183095_4ed4aa4f37.jpg,Three teen boys playing basketball outside,6,three teen boys playing basketball outside .
2915538325_59e11276dd.jpg,The crowd is watching the fiery explosion .,8,the crowd is watching the fiery explosion .
2916009941_34a0013803.jpg,Small asian boy leans over bridge railing while being held,10,small asian boy leans over bridge railing while being held .
2916586390_664f0139ea.jpg,Costumed girl playing with a hula-hoop in a crowd .,10,costumed girl playing with hula-hoop in crowd .
2917057791_3d68a055ca.jpg,A boy chases after a bird on a pier .,10,boy chases after bird on pier .
2917843040_7c9caaaa8a.jpg,A person jumps outside .,5,person jumps outside .
2918653119_f535fc25c4.jpg,A person wearing Rollerblades slides down a handrail .,9,person wearing rollerblades slides down handrail .
2918769188_565dd48060.jpg,Swimmer does backstroke in swimming lane .,7,swimmer does backstroke in swimming lane .
2918880895_e61f74f2f0.jpg,Two employees pose for a picture .,7,two employees pose for picture .
2919459517_b8b858afa3.jpg,Man with blue and yellow shirt rides bike .,9,man with blue and yellow shirt rides bike .
291952021_f111b0fb3d.jpg,Pink eyed boxer dog carrying a pillowcase .,8,pink eyed boxer dog carrying pillowcase .
2920305300_a5b1b2329a.jpg,Man rides bike while grimacing .,6,man rides bike while grimacing .
2920516901_23d8571419.jpg,A running greyhound,3,running greyhound .
2920969723_83918fe909.jpg,A skateboarder rides down a city street .,8,skateboarder rides down city street .
2921094201_2ed70a7963.jpg,Little girl sleeping in crowded airplane,6,little girl sleeping in crowded airplane .
2921112724_5cb85d7413.jpg,A person on a tricycle .,6,person on tricycle .
2921198890_6f70dfbf4c.jpg,A professional racing dog running,5,professional racing dog running .
2921430836_3b4d062238.jpg,Football players in the middle of a play .,9,football players in the middle of play .
2921578694_a46ae0d313.jpg,"A man sailing , tilting it on the ocean .",10,"man sailing , tilting it on the ocean ."
2921670682_6a77a6c3e9.jpg,Man standing on a bike downtown .,7,man standing on bike downtown .
2921793132_ef19f1dd44.jpg,Kids playing soccer .,4,kids playing soccer .
2922222717_12195af92d.jpg,A small black dog chews on fingers .,8,small black dog chews on fingers .
2922512807_d382528a93.jpg,Boy jumping steps with skateboard,5,boy jumping steps with skateboard .
2922807898_b5a06d5c70.jpg,A dog leaps in the air to catch a disc .,11,dog leaps in the air to catch disc .
2922973230_5a769ef92a.jpg,A female walking through grass .,6,female walking through grass .
2922981282_203f04bf9b.jpg,Interracial couple in bed making faces,6,interracial couple in bed making faces .
2923475135_a6b6e13d26.jpg,Jockey and horse jump over blue hurdle,7,jockey and horse jump over blue hurdle .
2923497185_c64004ff2d.jpg,Long-haired dog moves quickly beneath two poles .,8,long-haired dog moves quickly beneath two poles .
2923825744_ca125353f0.jpg,A football player is running with the ball .,9,football player is running with the ball .
2923891109_ea0cc932ed.jpg,A small dog carries a yellow ball through the grass .,11,small dog carries yellow ball through the grass .
2924259848_effb4dcb82.jpg,A dirt bike takes a turn .,7,dirt bike takes turn .
2924483864_cfdb900a13.jpg,Muzzled greyhounds are racing along a dog track .,9,muzzled greyhounds are racing along dog track .
2924870944_90ff9eca1a.jpg,a dog running towards the camera,6,dog running towards the camera .
2924884815_63826aa60d.jpg,Two girls laughing within a crowd .,7,two girls laughing within crowd .
2924884899_f512c84332.jpg,The man is wearing a blue hat .,8,the man is wearing blue hat .
2924908529_0ecb3cdbaa.jpg,cheerleaders pose for the camera .,6,cheerleaders pose for the camera .
2925242998_9e0db9b4a2.jpg,A woman stands on a mountain looking at others .,10,woman stands on mountain looking at others .
2925577165_b83d31a7f6.jpg,A rainy road at night .,6,rainy road at night .
2925737498_57585a7ed9.jpg,A man smiles outdoors .,5,man smiles outdoors .
2925760802_50c1e84936.jpg,Two young women in tight clothing .,7,two young women in tight clothing .
2926233397_71e617f3a3.jpg,A large dog wades through shallow water .,8,large dog wades through shallow water .
2926595608_69b22be8d4.jpg,Four men jumping in a basketball game,7,four men jumping in basketball game .
2926786902_815a99a154.jpg,Somone is high in the air doing a ski jump .,11,somone is high in the air doing ski jump .
292780636_72e1968949.jpg,A man with a black hat sits against a brick building .,12,man with black hat sits against brick building .
2927878881_90b42fc444.jpg,Someone playing with their dogs on the beach .,9,someone playing with their dogs on the beach .
2928152792_b16c73434a.jpg,A child hanging from a hay bale loader .,9,child hanging from hay bale loader .
2928835996_88b9f9503d.jpg,Many people stand with their hands raised .,8,many people stand with their hands raised .
292887910_f34ac101c8.jpg,Small white dog chases orange ball,6,small white dog chases orange ball .
2929006980_9f9f8f3d21.jpg,Man on specialized skateboard being propelled by unseen kite,9,man on specialized skateboard being propelled by unseen kite .
2929272606_2a5923b38e.jpg,A young girl is pointing at water on a beach .,11,young girl is pointing at water on beach .
2929405404_1dff5ab847.jpg,A motorcyclist making a sharp turn .,7,motorcyclist making sharp turn .
2929506802_5432054d77.jpg,boy pushing wagon with two pumpkins in it,8,boy pushing wagon with two pumpkins in it .
2929669711_b2d5a640f0.jpg,man surfing,2,man surfing .
2930318834_8366811283.jpg,A man looking surprised at the camera .,8,man looking surprised at the camera .
2930514856_784f17064a.jpg,Two surfers catch a wave .,6,two surfers catch wave .
2930580341_d36eec8e3c.jpg,a boy squirts a squirt gun .,7,boy squirts squirt gun .
2930616480_7fd45ca79b.jpg,A woman with bright red hair standing on the street .,11,woman with bright red hair standing on the street .
2930622766_fa8f84deb1.jpg,A man leans against a metal pole .,8,man leans against metal pole .
2931254547_e97c6d0d63.jpg,Many people watching a performance,5,many people watching performance .
293151893_ee7249eccb.jpg,Two dogs running on the shore .,7,two dogs running on the shore .
2931950813_93145c4746.jpg,A boy is posing next to his scooter .,9,boy is posing next to his scooter .
2932498509_27cb0038ec.jpg,Two boys splashing in the surf .,7,two boys splashing in the surf .
2932519416_11f23b6297.jpg,A bicyclist is performing a midair stunt .,8,bicyclist is performing midair stunt .
2932740428_b15384f389.jpg,A man doing a wheelie on a motorcycle .,9,man doing wheelie on motorcycle .
293327462_20dee0de56.jpg,The brown dogs are playing with a blue toy together .,11,the brown dogs are playing with blue toy together .
2933637854_984614e18b.jpg,A University of Miami player holds a football .,9,university of miami player holds football .
2933643390_1c6086684b.jpg,Three footballers in a tackle .,6,three footballers in tackle .
2933912528_52b05f84a1.jpg,Two black dogs run through sand .,7,two black dogs run through sand .
2934000107_d2ff15c814.jpg,A dog swims in the ocean .,7,dog swims in the ocean .
2934022873_3fdd69aee4.jpg,A group of downhill skateboards going down a hill .,10,group of downhill skateboards going down hill .
2934121315_4969eeda1b.jpg,A blond dog runs in the ocean surf .,9,blond dog runs in the ocean surf .
2934325103_e9b8d7430f.jpg,A person on a bmx bike .,7,person on bmx bike .
2934359101_cdf57442dc.jpg,Man spraying water into boxer 's mouth .,8,man spraying water into boxer 's mouth .
2934379210_4e399e3cac.jpg,A boy is jumping off a swing,7,boy is jumping off swing .
2934573544_7ffe92a2c9.jpg,A black dog running on grass,6,black dog running on grass .
2934628301_41ea2e6cf9.jpg,A black dog splashes in the water,7,black dog splashes in the water .
2934801096_230ae78d7e.jpg,Two males stand by a board that says HELL .,10,two males stand by board that says hell .
2934837034_a8ca5b1f50.jpg,A woman and three kids sit on a dolly .,10,woman and three kids sit on dolly .
2935649082_1ca60180c6.jpg,A man parasails on the water .,7,man parasails on the water .
2935703360_4f794f7f09.jpg,Dog in field with yellow posts .,7,dog in field with yellow posts .
2935986346_29df6cf692.jpg,A dog runs through the grass .,7,dog runs through the grass .
2936590102_25036069a6.jpg,White greyhound racing as dog number 1 .,8,white greyhound racing as dog number one .
2936707421_8e629874b8.jpg,A child plays soccer .,5,child plays soccer .
2937178897_ab3d1a941a.jpg,People ride on the back of a vehicle .,9,people ride on the back of vehicle .
2937461473_11bbace28c.jpg,Several children are all engaging in excersise,7,several children are all engaging in excersise .
2937497894_e3664a9513.jpg,person on snowboard in the air doing a jump,9,person on snowboard in the air doing jump .
2937697444_2367ff0e28.jpg,A man performs a wakeboarding trick,6,man performs wakeboarding trick .
2937942758_712be5c610.jpg,A woman standing near a bike rack .,8,woman standing near bike rack .
2938072630_d641b63e4d.jpg,An elderly man sitting on a bench .,8,an elderly man sitting on bench .
2938120171_970564e3d8.jpg,Two golden dogs on a wood deck .,8,two golden dogs on wood deck .
2938316391_97382d14aa.jpg,A woman takes pictures at the beach .,8,woman takes pictures at the beach .
2938747424_64e64784f0.jpg,The white dog runs through the ocean .,8,the white dog runs through the ocean .
293879742_5fe0ffd894.jpg,A dog jumping over a gate followed by another dog .,11,dog jumping over gate followed by another dog .
293881927_ac62900fd4.jpg,The dog is on the fence,6,the dog is on the fence .
2938875913_0ed920a6be.jpg,A soccer player hitting the ball with his head,9,soccer player hitting the ball with his head .
2939007933_8a6ef2d073.jpg,A motorcyclist is performing a trick in midair .,9,motorcyclist is performing trick in midair .
2939197393_93dc64c4bb.jpg,Dirt biker taking a corner,5,dirt biker taking corner .
2939371251_f923569a72.jpg,Men playing football .,4,men playing football .
2939464283_fc1a834976.jpg,Football players playing football .,5,football players playing football .
2939475047_84585ea45c.jpg,a football running back getting tackled,6,football running back getting tackled .
2940366012_1ef8ab334e.jpg,A man wearing a helmet points at the camera .,10,man wearing helmet points at the camera .
2940594396_20c40947b0.jpg,A man riding on a three-wheeled wheelchair .,8,man riding on three-wheeled wheelchair .
294098577_c10f32bcfa.jpg,A man on a dirt road in a small town,10,man on dirt road in small town .
2942094037_f6b36fd3db.jpg,A child bouncing in a play and bounce .,9,child bouncing in play and bounce .
2942133798_e57c862a90.jpg,There is a dog carrying a Frisbee .,8,there is dog carrying frisbee .
2942311160_a154104c62.jpg,A dune buggy traveling on sand .,7,dune buggy traveling on sand .
2942798367_022df04b49.jpg,two girls on a carnival ride,6,two girls on carnival ride .
2943023421_e297f05e11.jpg,A black Mitsubishi is driving through a muddy puddle and spraying water .,13,black mitsubishi is driving through muddy puddle and spraying water .
2943079526_e9033a6556.jpg,A business man is reading on a subway,8,business man is reading on subway .
2943334864_6bab479a3e.jpg,a dirt biker stands in the sunset .,8,dirt biker stands in the sunset .
2943384009_c8cf749181.jpg,A professional motor racer in motion .,7,professional motor racer in motion .
294353408_d459bdaa68.jpg,A dog jumps toward a couch,6,dog jumps toward couch .
2944025729_5aecda30ee.jpg,Bicycle rider airborne on a ramp .,7,bicycle rider airborne on ramp .
2944193661_7b255af9cc.jpg,A man is asleep on a bench in the subway .,11,man is asleep on bench in the subway .
2944362789_aebbc22db4.jpg,"A skateboarder in the air at a big , outdoor ramp .",12,"skateboarder in the air at big , outdoor ramp ."
2944836001_b38b516286.jpg,A man is playing with a black and white dog .,11,man is playing with black and white dog .
2944952557_8484f0da8f.jpg,Two people playing ball on a field .,8,two people playing ball on field .
2945036454_280fa5b29f.jpg,A dog jumps to catch an orange Frisbee .,9,dog jumps to catch an orange frisbee .
294549892_babb130543.jpg,Three people sit and look at mountains .,8,three people sit and look at mountains .
2946016853_ceca4f5a07.jpg,A white and black dog rushes out of an orange tunnel .,12,white and black dog rushes out of an orange tunnel .
294709836_87126898fb.jpg,A closeup of a white bunny .,7,closeup of white bunny .
2947172114_b591f84163.jpg,"Children in uniforms , pads and halmets play football",9,"children in uniforms , pads and halmets play football ."
2947274789_a1a35b33c3.jpg,"Two men are sitting indoors , one of them has headphones .",12,"two men are sitting indoors , one of them has headphones ."
2947452329_08f2d2a467.jpg,"a soccer player in blue , runs .",8,"soccer player in blue , runs ."
2949014128_0d96196261.jpg,Boys playing ball on grass while man in green shirt watches,11,boys playing ball on grass while man in green shirt watches .
2949337912_beba55698b.jpg,A surfer rides a green wave .,7,surfer rides green wave .
2949353587_64c54e9589.jpg,A dog tugs on a piece of fabric .,9,dog tugs on piece of fabric .
2949497756_be8e58e6bd.jpg,Three brown dogs on the patchy grass .,8,three brown dogs on the patchy grass .
2949762776_52ece64d28.jpg,A football game is played .,6,football game is played .
2949880800_ca9a1bb7e6.jpg,Two girls play in the beach .,7,two girls play in the beach .
2949982320_c704b31626.jpg,a bmx rider rides the ramp .,7,bmx rider rides the ramp .
2950393735_9969c4ec59.jpg,An bald elderly adult .,5,an bald elderly adult .
2950637275_98f1e30cca.jpg,A person balances on one hand .,7,person balances on one hand .
2950905787_f2017d3e49.jpg,A man is climbing the mountain .,7,man is climbing the mountain .
2951092164_4940b9a517.jpg,A boy and girl in swimwear and arm floaters,9,boy and girl in swimwear and arm floaters .
2951750234_a4741f708b.jpg,A woman on a horse jumps an obstacle .,9,woman on horse jumps an obstacle .
2952141476_fc9a48a60a.jpg,A man floating in the ocean .,7,man floating in the ocean .
2952320230_26601173be.jpg,A female tennis player swings for the ball .,9,female tennis player swings for the ball .
295258727_eaf75e0887.jpg,two black dogs running down either side of a paved pathway,11,two black dogs running down either side of paved pathway .
2952751562_ff1c138286.jpg,A man in a suit waits for the subway,9,man in suit waits for the subway .
2953015871_cae796b6e7.jpg,A dog rolls on his back .,7,dog rolls on his back .
2953861572_d654d9b6f2.jpg,Black dog running across sand .,6,black dog running across sand .
295433203_8185c13e08.jpg,Two wet dogs .,4,two wet dogs .
2954525375_9d5ca97341.jpg,A male walks on the graffiti wall .,8,male walks on the graffiti wall .
2954584849_3c2899f319.jpg,A group of men jumping for a ball .,9,group of men jumping for ball .
2955099064_1815b00825.jpg,three men with football in air,6,three men with football in air .
2955673642_4279b32097.jpg,White car driving in an empty parking lot,8,white car driving in an empty parking lot .
2955985301_e4139bc772.jpg,A young woman laughing .,5,young woman laughing .
2956413620_d59de03a06.jpg,Someone drives a fast car past old buildings .,9,someone drives fast car past old buildings .
2956562716_5aa3f6ef38.jpg,Dogs playing in the yard .,6,dogs playing in the yard .
2956895529_ec6275060e.jpg,A bicycle gets airborne .,5,bicycle gets airborne .
2957071266_1b40ec7d96.jpg,Two large dogs are running off together through the field .,11,two large dogs are running off together through the field .
295729735_8360f2e64c.jpg,Two people ride the train .,6,two people ride the train .
2959500257_3621429a37.jpg,A girl is riding horseback .,6,girl is riding horseback .
2959581023_54402c8d88.jpg,a man dives headfirst into the water .,8,man dives headfirst into the water .
2959737718_31203fddb5.jpg,Two soccer teams compete .,5,two soccer teams compete .
2959941749_fa99097463.jpg,A group of men playing hockey .,7,group of men playing hockey .
2960033435_c20cc7399a.jpg,A dog jumps in the air with a lady standing near .,12,dog jumps in the air with lady standing near .
2960422620_81889a3764.jpg,Small child running through a flock of pigeons .,9,small child running through flock of pigeons .
2960759328_2d31e4af9b.jpg,Two cowboys riding horses attempt to rope a small cow .,11,two cowboys riding horses attempt to rope small cow .
2962977152_9d6958fdd5.jpg,Two players hustle during a soccer game .,8,two players hustle during soccer game .
2963573792_dd51b5fbfb.jpg,The girl is sliding down a green slide .,9,the girl is sliding down green slide .
2963672852_c28043bb2c.jpg,Man carries bike over obstacle,5,man carries bike over obstacle .
2964438493_413667c04a.jpg,Two dogs are playing outside .,6,two dogs are playing outside .
2965604928_435dc93bf7.jpg,A dog runs through a field .,7,dog runs through field .
2966190737_ceb6eb4b53.jpg,A group of men play croquet .,7,group of men play croquet .
2966552760_e65b22cd26.jpg,little girl sitting down eating ice cream,7,little girl sitting down eating ice cream .
2967549094_d32422eb01.jpg,a man inside of a white subway train,8,man inside of white subway train .
2967630001_cdc5560c0b.jpg,A dog playing in the ocean on the beach .,10,dog playing in the ocean on the beach .
2968135512_51fbb56e3e.jpg,Young skateboarder doing a trick in the park .,9,young skateboarder doing trick in the park .
2968182121_b3b491df85.jpg,Two greyhounds race .,4,two greyhounds race .
2968216482_ede65b20a8.jpg,Two people in black leather ride motorcycles .,8,two people in black leather ride motorcycles .
2968693931_52d161b8e7.jpg,Skater rides skateboard down a long stair railing,8,skater rides skateboard down long stair railing .
296873864_4de75de261.jpg,A dog carries a stick in its mouth .,9,dog carries stick in its mouth .
2968885599_0672a5f016.jpg,Dogs performing a sled race,5,dogs performing sled race .
2969380952_9f1eb7f93b.jpg,Two men running outside in a competition .,8,two men running outside in competition .
2970067128_8842ab3603.jpg,Jumping a bicycle onto a park bench .,8,jumping bicycle onto park bench .
2970183443_accd597e0a.jpg,A man and a boy watch a dog leap to catch a ball .,14,man and boy watch dog leap to catch ball .
2970461648_fe14ba0359.jpg,The girl rides at the ocean .,7,the girl rides at the ocean .
2971211296_2587c3924d.jpg,A child runs with a football .,7,child runs with football .
2971298546_dd595cf297.jpg,A human figure runs past a flower stand .,9,human figure runs past flower stand .
2971431335_e192613db4.jpg,somebody in the air on a board,7,somebody in the air on board .
2971478694_79e46ea7e5.jpg,A crowd of people in colorful dresses .,8,crowd of people in colorful dresses .
297169473_d3974e0275.jpg,Two grey dogs fight .,5,two grey dogs fight .
297285273_688e44c014.jpg,Three children playing on rocks near a lake,8,three children playing on rocks near lake .
2972864304_481aeffe50.jpg,A child playing in some leaves .,7,child playing in some leaves .
2972929655_04233b5489.jpg,The boys draw in the sand with sticks .,9,the boys draw in the sand with sticks .
2973269132_252bfd0160.jpg,A lioness closes in on its prey .,8,lioness closes in on its prey .
2973272684_4d63cbc241.jpg,The football player runs the ball past the referee .,10,the football player runs the ball past the referee .
2973638173_0dc21fd443.jpg,A boy does a skateboard trick .,7,boy does skateboard trick .
2974501005_346f74e5d8.jpg,A kid doing a trick on his skateboard .,9,kid doing trick on his skateboard .
2974587819_742fb7c338.jpg,A jazz band plays outside .,6,jazz band plays outside .
2975018306_0e8da316f5.jpg,A brown dog is licking its nose .,8,brown dog is licking its nose .
2975073156_7543ed326f.jpg,two boys in blue shirts fighting in a parking lot,10,two boys in blue shirts fighting in parking lot .
2975118353_5af5a5df54.jpg,A snowboarder suspended in the air,6,snowboarder suspended in the air .
2975253472_0f0c2dea70.jpg,Men play in a soccer game .,7,men play in soccer game .
2975807155_5a8610c297.jpg,A man in a batman suit running .,8,man in batman suit running .
2976155358_b4dd4407cf.jpg,A soccer player in a red uniform just kicked a ball .,12,soccer player in red uniform just kicked ball .
2976350388_3984e3193d.jpg,A man doing tricks with his bicycle .,8,man doing tricks with his bicycle .
2976537455_f3988c2d46.jpg,Two hockey players compete on the ice .,8,two hockey players compete on the ice .
2976684095_ce7ccfd423.jpg,A child does cartwheels in the yard .,8,child does cartwheels in the yard .
2976946039_fb9147908d.jpg,a group of surfers catching a wave,7,group of surfers catching wave .
297724467_e8918a6f90.jpg,Wet dog shaking off water on beach,7,wet dog shaking off water on beach .
2977246776_b14be8290d.jpg,Woman stands behind young girl on swing set,8,woman stands behind young girl on swing set .
2977379863_2e8d7a104e.jpg,Children in costumes standing in line .,7,children in costumes standing in line .
2978024878_a45b282bf4.jpg,Muzzled white dogs running .,5,muzzled white dogs running .
2978236380_fb24c43f1e.jpg,Hawaiian man singing into a red microphone .,8,hawaiian man singing into red microphone .
2978271431_f6a7f19825.jpg,A white car with headlights on .,7,white car with headlights on .
2978394277_4572967b97.jpg,a boy wearing orange jumps from haystacks .,8,boy wearing orange jumps from haystacks .
